mun_code,mun_name,year,gross_income_pc,wage,pension,unemp_benefit,other_benefits,other_income
12020,Barracas,2022,13241,6153,3135,184,554,3215
12020,Barracas,2021,14155,7317,3140,221,559,2917
12020,Barracas,2020,13573,6358,3162,365,541,3147
12020,Barracas,2019,15726,5483,3557,257,586,5844
12020,Barracas,2018,13604,5035,4014,214,573,3768
12020,Barracas,2017,14229,4567,4039,375,490,4758
12020,Barracas,2016,12641,4527,3795,207,502,3610
12020,Barracas,2015,12221,4322,4133,233,528,3005
12021,Betxí,2022,16692,10600,3379,398,705,1611
12021,Betxí,2021,15996,10276,3056,415,665,1583
12021,Betxí,2020,15213,9650,3009,588,612,1354
12021,Betxí,2019,14689,9612,2839,367,558,1313
12021,Betxí,2018,13968,9202,2614,362,475,1315
12021,Betxí,2017,13579,8657,2554,364,406,1598
12021,Betxí,2016,13172,8209,2450,408,401,1705
12021,Betxí,2015,12517,7809,2404,444,375,1486
12022,Bejís,2022,15731,8000,4543,284,668,2236
12022,Bejís,2021,14546,7115,4274,412,642,2104
12022,Bejís,2020,13638,6754,4177,535,595,1578
12022,Bejís,2019,14062,7051,4216,245,527,2024
12022,Bejís,2018,13373,6643,4417,163,596,1555
12022,Bejís,2017,12122,5719,4027,212,436,1729
12022,Bejís,2016,12445,5833,4236,252,424,1699
12022,Bejís,2015,12679,5821,4208,282,399,1969
12024,Benafer,2022,13799,8031,2843,524,1293,1108
12024,Benafer,2021,13108,6662,2476,710,1325,1935
12024,Benafer,2020,12775,6497,2512,964,1107,1693
12024,Benafer,2019,12719,6872,2487,384,1009,1966
12024,Benafer,2018,12771,7304,2556,246,823,1842
12024,Benafer,2017,11561,6342,2746,263,839,1371
12024,Benafer,2016,10154,5375,2577,308,622,1273
12024,Benafer,2015,9588,4705,2689,473,566,1155
12025,Benafigos,2022,15424,6024,6804,224,1040,1332
12025,Benafigos,2021,16549,7212,6701,230,1057,1348
12025,Benafigos,2020,14951,6792,5696,317,1008,1137
12025,Benafigos,2019,13371,5252,5585,173,879,1482
12025,Benafigos,2018,12892,5603,5129,119,761,1280
12025,Benafigos,2017,11675,4853,4758,253,688,1123
12025,Benafigos,2016,11745,4587,4746,418,654,1340
12025,Benafigos,2015,11040,4047,4906,293,511,1284
12026,Benassal,2022,15172,8008,4356,294,589,1925
12026,Benassal,2021,14348,7547,3948,323,502,2028
12026,Benassal,2020,13448,6680,3922,432,583,1831
12026,Benassal,2019,12948,6821,3509,229,449,1940
12026,Benassal,2018,12777,6733,3289,241,469,2046
12026,Benassal,2017,11772,6348,3150,173,404,1697
12026,Benassal,2016,11339,5807,3232,221,426,1654
12026,Benassal,2015,11441,5727,3287,236,393,1798
12027,Benicarló,2022,13603,7789,3005,344,681,1785
12027,Benicarló,2021,12895,7315,2864,497,629,1591
12027,Benicarló,2020,12320,6673,2800,772,593,1483
12027,Benicarló,2019,12235,7128,2742,313,524,1528
12027,Benicarló,2018,11755,6856,2628,299,468,1505
12027,Benicarló,2017,11223,6498,2515,298,397,1515
12027,Benicarló,2016,10820,6204,2455,347,362,1453
12027,Benicarló,2015,10568,5904,2439,386,353,1486
12028,Benicàssim/Benicasim,2022,24198,14884,3887,300,612,4515
12028,Benicàssim/Benicasim,2021,22428,13904,3535,447,597,3944
12028,Benicàssim/Benicasim,2020,21102,12714,3462,663,557,3705
12028,Benicàssim/Benicasim,2019,21247,12918,3313,258,534,4224
12028,Benicàssim/Benicasim,2018,19935,12356,3151,243,489,3696
12028,Benicàssim/Benicasim,2017,18856,11597,2967,248,399,3646
12028,Benicàssim/Benicasim,2016,17689,11142,2827,272,369,3080
12028,Benicàssim/Benicasim,2015,16944,10745,2776,306,347,2771
12029,Benlloc,2022,14030,8523,3396,306,636,1169
12029,Benlloc,2021,13274,7845,3210,378,605,1236
12029,Benlloc,2020,12578,7131,3144,521,564,1218
12029,Benlloc,2019,12660,7137,3336,277,537,1373
12029,Benlloc,2018,11971,6829,2971,220,448,1502
12029,Benlloc,2017,10938,6028,3031,197,386,1295
12029,Benlloc,2016,10363,5805,2765,204,356,1232
12029,Benlloc,2015,10060,5459,2702,274,406,1218
12031,Borriol,2022,19088,12553,2939,330,698,2568
12031,Borriol,2021,18035,11876,2815,389,640,2315
12031,Borriol,2020,17110,10915,2704,632,596,2263
12031,Borriol,2019,17400,11235,2589,309,580,2687
12031,Borriol,2018,16217,10866,2374,243,519,2215
12031,Borriol,2017,15157,10231,2318,255,408,1945
12031,Borriol,2016,14682,9771,2205,287,366,2053
12031,Borriol,2015,13913,9164,2129,316,349,1955
12032,Borriana/Burriana,2022,15146,9530,2946,361,692,1618
12032,Borriana/Burriana,2021,14379,8986,2773,441,663,1516
12032,Borriana/Burriana,2020,13521,8291,2694,640,598,1298
12032,Borriana/Burriana,2019,13286,8406,2586,336,553,1403
12032,Borriana/Burriana,2018,12717,8018,2475,328,499,1398
12032,Borriana/Burriana,2017,12121,7633,2395,328,421,1344
12032,Borriana/Burriana,2016,11419,7087,2301,348,397,1287
12032,Borriana/Burriana,2015,11014,6661,2291,394,390,1278
12033,Cabanes,2022,13904,8224,3047,307,730,1596
12033,Cabanes,2021,13251,7702,2948,457,653,1490
12033,Cabanes,2020,12464,7060,2908,601,611,1282
12033,Cabanes,2019,12242,7015,2821,268,587,1551
12033,Cabanes,2018,11627,6766,2579,270,493,1519
12033,Cabanes,2017,10913,6290,2498,233,423,1471
12033,Cabanes,2016,10323,5736,2508,297,444,1337
12033,Cabanes,2015,9817,5270,2411,305,406,1425
12034,Càlig,2022,13189,7454,3177,291,720,1547
12034,Càlig,2021,12618,6858,3085,493,635,1547
12034,Càlig,2020,12239,6317,3026,685,557,1652
12034,Càlig,2019,11634,6588,2909,238,542,1358
12034,Càlig,2018,11128,6180,2869,219,455,1404
12034,Càlig,2017,10584,5790,2724,242,376,1453
12034,Càlig,2016,9880,5310,2645,262,340,1324
12034,Càlig,2015,9511,5000,2601,304,301,1305
12036,Canet lo Roig,2022,12667,5197,4738,279,734,1719
12036,Canet lo Roig,2021,12406,5003,4406,335,560,2101
12036,Canet lo Roig,2020,11634,4820,4250,421,524,1619
12036,Canet lo Roig,2019,11275,4850,4156,211,455,1603
12036,Canet lo Roig,2018,10494,4127,3967,215,468,1717
12036,Canet lo Roig,2017,10429,4013,3835,268,451,1862
12036,Canet lo Roig,2016,9937,3614,3719,286,427,1891
12036,Canet lo Roig,2015,9597,3311,3856,370,339,1721
12037,Castell de Cabres,2022,15632,NA,NA,NA,NA,NA
12037,Castell de Cabres,2021,16558,NA,NA,NA,NA,NA
12037,Castell de Cabres,2020,16051,NA,NA,NA,NA,NA
12037,Castell de Cabres,2019,NA,NA,NA,NA,NA,NA
12037,Castell de Cabres,2018,NA,NA,NA,NA,NA,NA
12037,Castell de Cabres,2017,NA,NA,NA,NA,NA,NA
12037,Castell de Cabres,2016,NA,NA,NA,NA,NA,NA
12037,Castell de Cabres,2015,NA,NA,NA,NA,NA,NA
12038,Castellfort,2022,16786,9210,4865,126,372,2213
12038,Castellfort,2021,14843,8007,3951,239,450,2196
12038,Castellfort,2020,14470,7766,4277,303,511,1613
12038,Castellfort,2019,14052,6998,4228,265,488,2073
12038,Castellfort,2018,13225,6258,4318,174,505,1970
12038,Castellfort,2017,12273,5763,4158,232,430,1690
12038,Castellfort,2016,11826,5314,4265,97,395,1756
12038,Castellfort,2015,10881,4656,3974,160,388,1702
12039,Castellnovo,2022,16933,8731,5074,351,832,1944
12039,Castellnovo,2021,15456,8225,4627,302,716,1585
12039,Castellnovo,2020,14657,7739,4373,519,656,1370
12039,Castellnovo,2019,13834,7158,4131,261,692,1592
12039,Castellnovo,2018,13005,6814,3907,250,591,1443
12039,Castellnovo,2017,11868,6142,3647,262,528,1289
12039,Castellnovo,2016,12009,6300,3704,255,474,1276
12039,Castellnovo,2015,10979,5479,3628,259,464,1148
12040,Castelló de la Plana,2022,17336,10618,3657,326,752,1983
12040,Castelló de la Plana,2021,16469,10046,3471,404,706,1842
12040,Castelló de la Plana,2020,15537,9235,3375,626,654,1647
12040,Castelló de la Plana,2019,15439,9430,3241,290,601,1876
12040,Castelló de la Plana,2018,14939,9097,3129,268,554,1891
12040,Castelló de la Plana,2017,14412,8903,3017,267,474,1750
12040,Castelló de la Plana,2016,13684,8255,2944,299,453,1732
12040,Castelló de la Plana,2015,13171,7897,2857,336,419,1661
12041,Castillo de Villamalefa,2022,23143,12850,7320,230,326,2419
12041,Castillo de Villamalefa,2021,22792,12253,7910,261,427,1940
12041,Castillo de Villamalefa,2020,19535,11950,6276,494,378,438
12041,Castillo de Villamalefa,2019,NA,NA,NA,NA,NA,NA
12041,Castillo de Villamalefa,2018,19194,11436,5848,291,328,1290
12041,Castillo de Villamalefa,2017,17013,9436,5645,251,400,1281
12041,Castillo de Villamalefa,2016,15736,8733,5499,183,475,847
12041,Castillo de Villamalefa,2015,14871,7632,5167,411,382,1279
12042,Catí,2022,15992,6978,4476,129,739,3672
12042,Catí,2021,15305,6604,4321,244,674,3461
12042,Catí,2020,14746,6192,4025,373,644,3512
12042,Catí,2019,13840,6169,3996,112,617,2946
12042,Catí,2018,14426,5970,3799,71,512,4092
12042,Catí,2017,13800,5470,3861,63,521,3884
12042,Catí,2016,12151,5032,3681,74,456,2908
12042,Catí,2015,11415,4717,3694,120,528,2356
12043,Caudiel,2022,14855,7994,4458,356,844,1202
12043,Caudiel,2021,14678,8020,4157,388,848,1265
12043,Caudiel,2020,14204,7624,4240,510,671,1159
12043,Caudiel,2019,13470,7263,3968,390,593,1257
12043,Caudiel,2018,13345,7414,3677,256,528,1470
12043,Caudiel,2017,12399,7003,3596,247,381,1171
12043,Caudiel,2016,12067,6284,3608,305,398,1471
12043,Caudiel,2015,11185,5706,3552,347,361,1219
12044,Cervera del Maestre,2022,13043,6269,4430,288,739,1316
12044,Cervera del Maestre,2021,12575,6310,4217,358,703,987
12044,Cervera del Maestre,2020,11794,5796,3981,553,617,846
12044,Cervera del Maestre,2019,11516,5588,4205,280,566,877
12044,Cervera del Maestre,2018,11269,5442,4173,228,461,966
12044,Cervera del Maestre,2017,10188,4555,4087,171,407,968
12044,Cervera del Maestre,2016,9815,4336,3759,261,373,1086
12044,Cervera del Maestre,2015,9736,4349,3640,281,333,1133
12045,Cinctorres,2022,15254,7653,3792,387,625,2798
12045,Cinctorres,2021,14651,7601,3475,481,578,2516
12045,Cinctorres,2020,15147,7866,3540,645,432,2663
12045,Cinctorres,2019,13927,7272,3357,307,478,2513
12045,Cinctorres,2018,13063,6812,3160,94,656,2341
12045,Cinctorres,2017,12563,6360,3147,162,494,2400
12045,Cinctorres,2016,12187,6375,3126,128,482,2077
12045,Cinctorres,2015,11840,5859,3097,239,478,2167
12046,Cirat,2022,17964,10070,5535,438,375,1546
12046,Cirat,2021,16071,8630,5102,496,380,1463
12046,Cirat,2020,16426,8353,5461,767,525,1318
12046,Cirat,2019,15875,8302,5480,330,398,1366
12046,Cirat,2018,14595,7466,5230,310,472,1116
12046,Cirat,2017,13188,6261,4987,324,498,1118
12046,Cirat,2016,13146,6160,4836,374,425,1352
12046,Cirat,2015,12830,5934,4716,293,480,1407
12048,Cortes de Arenoso,2022,12973,7632,3119,372,407,1443
12048,Cortes de Arenoso,2021,13744,7929,3325,266,424,1800
12048,Cortes de Arenoso,2020,13354,7706,3351,565,410,1321
12048,Cortes de Arenoso,2019,12464,7171,3081,304,453,1455
12048,Cortes de Arenoso,2018,12080,7191,3085,155,322,1327
12048,Cortes de Arenoso,2017,11613,6561,3017,105,315,1615
12048,Cortes de Arenoso,2016,11486,6550,3314,242,330,1049
12048,Cortes de Arenoso,2015,11246,6399,3084,264,282,1217
12049,Costur,2022,16629,11028,3299,349,535,1418
12049,Costur,2021,15767,10734,2964,386,515,1167
12049,Costur,2020,14903,9877,2905,575,503,1043
12049,Costur,2019,13831,9572,2748,266,375,871
12049,Costur,2018,13265,9272,2623,262,313,795
12049,Costur,2017,13017,9109,2388,264,360,895
12049,Costur,2016,12333,8313,2553,271,362,834
12049,Costur,2015,11831,7589,2556,444,339,902
12050,"Coves de Vinromà, les",2022,13816,6959,3476,296,722,2362
12050,"Coves de Vinromà, les",2021,13795,6878,3350,338,645,2585
12050,"Coves de Vinromà, les",2020,13221,6587,3374,424,553,2282
12050,"Coves de Vinromà, les",2019,12978,6348,3417,233,519,2461
12050,"Coves de Vinromà, les",2018,12392,6025,3357,252,445,2313
12050,"Coves de Vinromà, les",2017,11963,5900,3273,203,390,2198
12050,"Coves de Vinromà, les",2016,11562,5389,3318,194,352,2309
12050,"Coves de Vinromà, les",2015,10823,4791,3356,201,334,2140
12051,Culla,2022,14282,6462,4808,219,567,2226
12051,Culla,2021,13958,6177,4475,209,562,2535
12051,Culla,2020,12580,5319,4559,422,530,1749
12051,Culla,2019,12768,5179,4811,127,528,2123
12051,Culla,2018,11724,4611,4443,113,541,2016
12051,Culla,2017,10789,4139,4265,83,513,1789
12051,Culla,2016,10451,3756,4324,108,560,1703
12051,Culla,2015,10186,3269,4436,138,569,1774
12052,Xert,2022,16260,8508,4594,119,534,2504
12052,Xert,2021,15300,7883,4369,292,465,2291
12052,Xert,2020,14563,7052,4549,395,500,2067
12052,Xert,2019,14023,6921,4170,164,506,2263
12052,Xert,2018,13050,6142,4026,122,427,2334
12052,Xert,2017,11947,5447,3920,172,432,1976
12052,Xert,2016,11875,5482,3817,167,442,1967
12052,Xert,2015,11405,5133,3752,182,389,1950
12053,Chilches/Xilxes,2022,15463,9530,3214,363,778,1579
12053,Chilches/Xilxes,2021,14184,8993,2952,401,774,1063
12053,Chilches/Xilxes,2020,13554,8400,2934,614,663,944
12053,Chilches/Xilxes,2019,12950,8107,2907,356,596,983
12053,Chilches/Xilxes,2018,12381,7818,2739,327,533,964
12053,Chilches/Xilxes,2017,11816,7327,2704,355,497,933
12053,Chilches/Xilxes,2016,11786,7165,2721,383,469,1048
12053,Chilches/Xilxes,2015,11098,6637,2602,430,446,982
12055,Xodos/Chodos,2022,17265,8540,5201,362,622,2540
12055,Xodos/Chodos,2021,16803,7840,5304,213,757,2689
12055,Xodos/Chodos,2020,16773,7173,5643,504,855,2598
12055,Xodos/Chodos,2019,16601,7003,5593,161,1084,2760
12055,Xodos/Chodos,2018,15094,6517,5129,71,850,2553
12055,Xodos/Chodos,2017,14722,6216,5220,69,902,2315
12055,Xodos/Chodos,2016,13273,6420,3895,104,829,2024
12055,Xodos/Chodos,2015,12969,6179,3221,287,1089,2128
12056,Chóvar,2022,13945,7229,4382,404,751,1180
12056,Chóvar,2021,12920,6757,3956,410,775,1023
12056,Chóvar,2020,11991,6321,3534,538,625,972
12056,Chóvar,2019,11898,5855,3672,339,569,1464
12056,Chóvar,2018,11423,5643,3542,225,538,1475
12056,Chóvar,2017,11162,5622,3613,229,473,1225
12056,Chóvar,2016,10764,5485,3094,268,564,1352
12056,Chóvar,2015,9888,4524,3050,398,536,1381
12057,Eslida,2022,15247,8766,3509,329,927,1715
12057,Eslida,2021,14358,8261,3293,438,889,1476
12057,Eslida,2020,13496,7703,3259,553,781,1201
12057,Eslida,2019,13344,7709,3187,332,795,1322
12057,Eslida,2018,11970,6884,2960,321,721,1084
12057,Eslida,2017,11383,6489,2783,322,660,1129
12057,Eslida,2016,11063,6383,2741,307,580,1052
12057,Eslida,2015,10848,6199,2710,328,521,1090
12058,Espadilla,2022,NA,NA,NA,NA,NA,NA
12058,Espadilla,2021,16558,NA,NA,NA,NA,NA
12058,Espadilla,2020,16051,NA,NA,NA,NA,NA
12058,Espadilla,2019,NA,NA,NA,NA,NA,NA
12058,Espadilla,2018,NA,NA,NA,NA,NA,NA
12058,Espadilla,2017,NA,NA,NA,NA,NA,NA
12058,Espadilla,2016,NA,NA,NA,NA,NA,NA
12058,Espadilla,2015,NA,NA,NA,NA,NA,NA
12059,Fanzara,2022,16584,8490,5894,341,800,1058
12059,Fanzara,2021,16182,8647,5099,323,693,1420
12059,Fanzara,2020,14787,7189,5128,577,791,1102
12059,Fanzara,2019,14350,7484,4872,301,652,1041
12059,Fanzara,2018,14204,7599,4557,247,539,1262
12059,Fanzara,2017,13385,7235,4405,231,387,1126
12059,Fanzara,2016,12488,6771,4046,250,382,1039
12059,Fanzara,2015,12181,6275,4054,297,489,1066
12060,Figueroles,2022,16173,9960,3987,445,610,1171
12060,Figueroles,2021,15644,9757,3804,397,577,1110
12060,Figueroles,2020,15337,9087,3958,588,646,1058
12060,Figueroles,2019,14733,8806,3446,473,698,1309
12060,Figueroles,2018,14112,8382,3541,368,547,1274
12060,Figueroles,2017,13359,8031,3221,373,416,1319
12060,Figueroles,2016,13079,7749,3135,490,402,1304
12060,Figueroles,2015,12365,7347,2938,503,357,1220
12061,Forcall,2022,16287,8839,3654,361,687,2746
12061,Forcall,2021,15354,8655,3211,309,693,2485
12061,Forcall,2020,17551,8390,3237,529,725,4669
12061,Forcall,2019,15135,8199,3138,230,790,2779
12061,Forcall,2018,14291,7661,3122,134,710,2664
12061,Forcall,2017,13570,7242,3126,96,669,2437
12061,Forcall,2016,13705,6765,2983,195,615,3146
12061,Forcall,2015,12966,6492,3010,167,707,2591
12063,Fuente la Reina,2022,18447,NA,NA,NA,NA,NA
12063,Fuente la Reina,2021,16558,NA,NA,NA,NA,NA
12063,Fuente la Reina,2020,16051,NA,NA,NA,NA,NA
12063,Fuente la Reina,2019,NA,NA,NA,NA,NA,NA
12063,Fuente la Reina,2018,NA,NA,NA,NA,NA,NA
12063,Fuente la Reina,2017,NA,NA,NA,NA,NA,NA
12063,Fuente la Reina,2016,NA,NA,NA,NA,NA,NA
12063,Fuente la Reina,2015,NA,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2022,18447,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2021,16558,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2020,16051,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2019,NA,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2018,NA,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2017,NA,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,2016,13345,8424,3140,301,307,1172
12064,Fuentes de Ayódar,2015,13709,8565,3192,488,306,1158
12065,Gaibiel,2022,14754,6326,5408,319,734,1967
12065,Gaibiel,2021,13435,5892,4917,415,588,1623
12065,Gaibiel,2020,13615,6083,4973,672,522,1366
12065,Gaibiel,2019,14406,6426,5735,369,664,1212
12065,Gaibiel,2018,12626,6252,4546,203,619,1006
12065,Gaibiel,2017,12180,5549,4609,223,559,1240
12065,Gaibiel,2016,12121,4865,4494,367,238,2156
12065,Gaibiel,2015,11414,4426,4555,248,345,1840
12067,Geldo,2022,13733,8226,2951,336,782,1438
12067,Geldo,2021,12730,7393,2913,423,726,1274
12067,Geldo,2020,12293,6847,3061,450,752,1183
12067,Geldo,2019,11922,6562,3093,279,688,1300
12067,Geldo,2018,11383,5953,3085,337,708,1300
12067,Geldo,2017,10393,5442,2947,269,614,1121
12067,Geldo,2016,9979,4915,3079,348,530,1108
12067,Geldo,2015,9507,4356,3081,414,576,1080
12068,Herbers,2022,15632,NA,NA,NA,NA,NA
12068,Herbers,2021,16558,NA,NA,NA,NA,NA
12068,Herbers,2020,16051,NA,NA,NA,NA,NA
12068,Herbers,2019,NA,NA,NA,NA,NA,NA
12068,Herbers,2018,NA,NA,NA,NA,NA,NA
12068,Herbers,2017,NA,NA,NA,NA,NA,NA
12068,Herbers,2016,NA,NA,NA,NA,NA,NA
12068,Herbers,2015,NA,NA,NA,NA,NA,NA
12069,Higueras,2022,18447,NA,NA,NA,NA,NA
12069,Higueras,2021,16558,NA,NA,NA,NA,NA
12069,Higueras,2020,16051,NA,NA,NA,NA,NA
12069,Higueras,2019,NA,NA,NA,NA,NA,NA
12069,Higueras,2018,NA,NA,NA,NA,NA,NA
12069,Higueras,2017,NA,NA,NA,NA,NA,NA
12069,Higueras,2016,NA,NA,NA,NA,NA,NA
12069,Higueras,2015,NA,NA,NA,NA,NA,NA
12070,"Jana, la",2022,12000,5897,3986,234,555,1328
12070,"Jana, la",2021,11633,5542,3707,271,539,1574
12070,"Jana, la",2020,11258,5324,3624,365,497,1448
12070,"Jana, la",2019,10802,5238,3398,164,453,1549
12070,"Jana, la",2018,10163,4545,3472,134,367,1645
12070,"Jana, la",2017,10015,4318,3435,145,318,1799
12070,"Jana, la",2016,9731,3877,3501,222,320,1813
12070,"Jana, la",2015,9419,3742,3521,214,288,1654
12071,Jérica,2022,14807,8202,4019,277,815,1494
12071,Jérica,2021,13931,7695,3732,365,752,1388
12071,Jérica,2020,13466,7203,3703,570,741,1250
12071,Jérica,2019,13332,7196,3681,309,710,1436
12071,Jérica,2018,12435,6796,3575,216,595,1253
12071,Jérica,2017,11833,6421,3482,201,567,1162
12071,Jérica,2016,11728,6268,3362,254,547,1296
12071,Jérica,2015,11665,6068,3385,314,508,1390
12072,Llucena/Lucena del Cid,2022,17045,9309,4675,443,937,1681
12072,Llucena/Lucena del Cid,2021,16652,9447,4564,363,805,1471
12072,Llucena/Lucena del Cid,2020,15845,8713,4389,594,772,1378
12072,Llucena/Lucena del Cid,2019,15700,8554,4365,263,847,1671
12072,Llucena/Lucena del Cid,2018,15141,8640,4093,217,675,1516
12072,Llucena/Lucena del Cid,2017,14148,7973,3964,234,562,1414
12072,Llucena/Lucena del Cid,2016,13720,7750,4072,206,557,1135
12072,Llucena/Lucena del Cid,2015,13294,7345,3875,301,524,1249
12073,Ludiente,2022,16379,7510,4213,185,794,3677
12073,Ludiente,2021,14326,6422,3987,184,731,3002
12073,Ludiente,2020,12676,5480,3875,590,486,2245
12073,Ludiente,2019,13245,6446,3978,210,541,2069
12073,Ludiente,2018,13033,6652,4188,347,395,1451
12073,Ludiente,2017,12148,6032,3930,192,368,1626
12073,Ludiente,2016,11045,5217,3782,217,293,1535
12073,Ludiente,2015,10860,5001,4003,158,296,1401
12074,"Llosa, la",2022,13202,8148,3162,438,688,767
12074,"Llosa, la",2021,12373,7554,3022,400,686,711
12074,"Llosa, la",2020,11998,7155,2906,519,709,708
12074,"Llosa, la",2019,11544,6682,2977,401,762,723
12074,"Llosa, la",2018,11623,6948,2721,334,716,904
12074,"Llosa, la",2017,10679,6375,2577,348,543,836
12074,"Llosa, la",2016,10255,5979,2603,412,494,767
12074,"Llosa, la",2015,9810,5415,2650,475,409,861
12075,"Mata de Morella, la",2022,16107,8720,3701,180,453,3052
12075,"Mata de Morella, la",2021,14585,8525,3374,476,363,1848
12075,"Mata de Morella, la",2020,14028,8388,3152,509,432,1547
12075,"Mata de Morella, la",2019,14343,8485,3301,241,343,1973
12075,"Mata de Morella, la",2018,12972,7715,2892,195,366,1805
12075,"Mata de Morella, la",2017,12463,7284,3011,77,369,1722
12075,"Mata de Morella, la",2016,10813,6610,2799,84,251,1068
12075,"Mata de Morella, la",2015,10797,6086,2898,122,209,1481
12076,Matet,2022,18447,NA,NA,NA,NA,NA
12076,Matet,2021,16558,NA,NA,NA,NA,NA
12076,Matet,2020,16051,NA,NA,NA,NA,NA
12076,Matet,2019,NA,NA,NA,NA,NA,NA
12076,Matet,2018,NA,NA,NA,NA,NA,NA
12076,Matet,2017,NA,NA,NA,NA,NA,NA
12076,Matet,2016,NA,NA,NA,NA,NA,NA
12076,Matet,2015,NA,NA,NA,NA,NA,NA
12077,Moncofa,2022,14965,9299,2930,384,773,1578
12077,Moncofa,2021,14559,8925,2794,480,784,1576
12077,Moncofa,2020,13875,8259,2781,699,756,1380
12077,Moncofa,2019,13566,8239,2780,367,677,1503
12077,Moncofa,2018,12891,7984,2583,358,616,1350
12077,Moncofa,2017,12642,8052,2546,331,461,1252
12077,Moncofa,2016,12444,7519,2432,371,450,1671
12077,Moncofa,2015,12149,7295,2416,428,397,1613
12078,Montán,2022,14772,7632,4748,300,497,1595
12078,Montán,2021,14117,6723,4695,616,487,1596
12078,Montán,2020,12656,5506,4797,533,476,1343
12078,Montán,2019,12908,5741,4787,279,570,1531
12078,Montán,2018,12362,5664,4691,207,456,1344
12078,Montán,2017,10566,4338,4435,198,471,1124
12078,Montán,2016,10053,4091,4272,302,410,978
12078,Montán,2015,9393,3446,4062,385,441,1058
12079,Montanejos,2022,15626,8117,3932,416,609,2554
12079,Montanejos,2021,15446,7274,4191,635,581,2765
12079,Montanejos,2020,14717,6567,4028,992,416,2713
12079,Montanejos,2019,15134,7304,3764,429,421,3215
12079,Montanejos,2018,14399,7156,3546,374,340,2983
12079,Montanejos,2017,13611,6356,3516,344,347,3048
12079,Montanejos,2016,13367,6383,3395,416,348,2825
12079,Montanejos,2015,13375,6334,3318,403,305,3016
12080,Morella,2022,17162,9853,3970,206,475,2659
12080,Morella,2021,16353,9016,3878,403,463,2593
12080,Morella,2020,15745,8591,3817,604,447,2286
12080,Morella,2019,16009,8691,3860,211,460,2787
12080,Morella,2018,15172,8381,3612,120,439,2619
12080,Morella,2017,14634,8101,3524,131,335,2543
12080,Morella,2016,13830,7426,3359,179,305,2561
12080,Morella,2015,13018,7125,3189,190,295,2220
12081,Navajas,2022,17529,9922,4151,308,1070,2077
12081,Navajas,2021,16792,9627,3961,468,889,1846
12081,Navajas,2020,15786,8803,3912,640,820,1611
12081,Navajas,2019,16143,9222,3811,342,865,1903
12081,Navajas,2018,15467,9091,3671,299,704,1702
12081,Navajas,2017,14959,8542,3380,259,649,2129
12081,Navajas,2016,14184,8212,3077,277,593,2025
12081,Navajas,2015,14183,8361,3135,324,529,1834
12082,Nules,2022,15301,9753,3126,378,662,1382
12082,Nules,2021,14463,9278,2940,391,619,1234
12082,Nules,2020,13766,8546,2899,577,575,1170
12082,Nules,2019,14040,8637,2832,350,534,1687
12082,Nules,2018,13041,8253,2653,320,472,1343
12082,Nules,2017,12503,7905,2592,329,415,1262
12082,Nules,2016,12296,7425,2489,339,365,1678
12082,Nules,2015,11642,7039,2478,385,338,1402
12083,Olocau del Rey,2022,15228,NA,NA,NA,NA,NA
12083,Olocau del Rey,2021,14153,7258,3775,404,599,2117
12083,Olocau del Rey,2020,14935,6174,3702,457,728,3875
12083,Olocau del Rey,2019,11913,5081,3311,90,857,2575
12083,Olocau del Rey,2018,11367,4983,3185,71,688,2472
12083,Olocau del Rey,2017,11750,5189,3423,84,660,2394
12083,Olocau del Rey,2016,10945,4810,3090,104,645,2296
12083,Olocau del Rey,2015,10594,4109,2955,199,655,2676
12084,Onda,2022,16206,10572,3076,347,764,1447
12084,Onda,2021,15456,10163,2873,349,720,1350
12084,Onda,2020,14395,9251,2794,611,696,1043
12084,Onda,2019,14010,9265,2674,320,625,1126
12084,Onda,2018,13402,8919,2484,290,565,1144
12084,Onda,2017,12782,8489,2401,273,474,1145
12084,Onda,2016,12173,7953,2339,294,440,1147
12084,Onda,2015,11603,7521,2256,353,428,1044
12085,Orpesa/Oropesa del Mar,2022,14548,8279,2983,477,624,2184
12085,Orpesa/Oropesa del Mar,2021,13616,7699,2837,646,584,1849
12085,Orpesa/Oropesa del Mar,2020,12441,6652,2743,900,548,1598
12085,Orpesa/Oropesa del Mar,2019,12847,7235,2698,404,481,2028
12085,Orpesa/Oropesa del Mar,2018,12648,6881,2741,395,458,2173
12085,Orpesa/Oropesa del Mar,2017,12006,6612,2516,387,436,2055
12085,Orpesa/Oropesa del Mar,2016,11786,6198,2408,444,406,2330
12085,Orpesa/Oropesa del Mar,2015,10605,5901,2363,491,359,1492
12087,Palanques,2022,15632,NA,NA,NA,NA,NA
12087,Palanques,2021,16558,NA,NA,NA,NA,NA
12087,Palanques,2020,16051,NA,NA,NA,NA,NA
12087,Palanques,2019,NA,NA,NA,NA,NA,NA
12087,Palanques,2018,NA,NA,NA,NA,NA,NA
