mun_code,mun_name,year,mean_age,pct_under18,pct_over65,mean_hh_size,pct_single_hh,population,pct_spanish
09903,Villarcayo de Merindad de Castilla la Vieja,2020,47.6,14.1,24.5,2.1,40.9,4009,89.1
09903,Villarcayo de Merindad de Castilla la Vieja,2019,47.5,14.4,24.5,2.1,40.9,3990,88.9
09903,Villarcayo de Merindad de Castilla la Vieja,2018,47,14.8,24.2,2.2,40.7,4087,88.9
09903,Villarcayo de Merindad de Castilla la Vieja,2017,46.6,14.9,23.6,2.2,41.4,4151,88.3
09903,Villarcayo de Merindad de Castilla la Vieja,2016,46.5,14.7,23.6,2.2,40.1,4197,88.8
09903,Villarcayo de Merindad de Castilla la Vieja,2015,46,14.6,22.9,2.2,40.7,4248,88.1
09904,Valle de las Navas,2022,52.5,8.2,27.7,1.9,51.9,548,97.5
09904,Valle de las Navas,2021,52.6,7.8,27.8,1.9,51.7,539,97.8
09904,Valle de las Navas,2020,51.6,8.3,26.6,1.9,51.2,533,97.6
09904,Valle de las Navas,2019,51.6,8.5,27.3,1.9,48,509,98.2
09904,Valle de las Navas,2018,51.3,10,28.5,2,47.6,522,98.5
09904,Valle de las Navas,2017,51.6,9.4,29.5,2,47.9,512,98.6
09904,Valle de las Navas,2016,51.5,8.8,28.8,2,46.6,521,98.9
09904,Valle de las Navas,2015,51.1,8.6,28.4,2,45.6,525,98.7
09905,Valle de Sedano,2022,51,8.3,26.1,2.1,52.1,157,91.1
09905,Valle de Sedano,2021,51.8,5.2,27.6,2.2,50,174,94.5
09905,Valle de Sedano,2020,52,6,27.7,2.2,47.4,166,95.1
09905,Valle de Sedano,2019,51.3,6.2,26.4,2.2,45,178,95.5
09905,Valle de Sedano,2018,52.3,6.3,27.6,2.2,46.3,174,96.8
09905,Valle de Sedano,2017,52.1,7.5,28.5,2.2,47.9,186,95.8
09905,Valle de Sedano,2016,51.8,8.3,28.8,2.3,46.6,205,94.3
09905,Valle de Sedano,2015,51.5,8.2,30.5,2.1,46.7,220,92.5
09906,Merindad de Río Ubierna,2022,48,12.6,24.7,2.3,36.9,1416,94.7
09906,Merindad de Río Ubierna,2021,48.2,12.2,24.4,2.3,38.2,1391,95.8
09906,Merindad de Río Ubierna,2020,47.7,13.1,24.1,2.3,38.1,1425,96
09906,Merindad de Río Ubierna,2019,47.7,13.4,24.2,2.3,38.8,1393,95.3
09906,Merindad de Río Ubierna,2018,47.5,13.5,24.4,2.3,38.9,1424,95.4
09906,Merindad de Río Ubierna,2017,47,13.9,23.7,2.4,37.6,1449,95.7
09906,Merindad de Río Ubierna,2016,46.9,13.6,23.4,2.4,38,1438,96.1
09906,Merindad de Río Ubierna,2015,46.8,13.1,23.1,2.3,37.4,1440,96
09907,Alfoz de Quintanadueñas,2022,38.2,23.2,11.1,2.7,24.2,2160,94.8
09907,Alfoz de Quintanadueñas,2021,37.9,23.6,10.6,2.7,23.4,2186,94.6
09907,Alfoz de Quintanadueñas,2020,37.4,23.8,10.2,2.7,23.7,2139,95.2
09907,Alfoz de Quintanadueñas,2019,36.7,25.3,10,2.7,24.3,2155,94.6
09907,Alfoz de Quintanadueñas,2018,36.6,25.3,9.2,2.7,24.8,2087,94.5
09907,Alfoz de Quintanadueñas,2017,36.8,24.6,9.5,2.6,27.2,1983,95.5
09907,Alfoz de Quintanadueñas,2016,36.4,25.2,9.4,2.6,25.8,1979,95.3
09907,Alfoz de Quintanadueñas,2015,36,24.8,9,2.6,26.1,1955,95.2
09908,Valle de Losa,2022,53.2,7.6,29.7,1.9,45.6,502,94.8
09908,Valle de Losa,2021,52.9,7.7,28.9,1.9,45.2,495,96
09908,Valle de Losa,2020,53.1,7.6,29.1,1.9,45.9,488,96.5
09908,Valle de Losa,2019,53.4,7.9,28.9,1.9,47.6,481,95
09908,Valle de Losa,2018,52.7,8.6,28.5,1.9,47.6,491,94.7
09908,Valle de Losa,2017,52.8,8.2,29.5,2,44.8,498,95.4
09908,Valle de Losa,2016,53,8,29,2,44.1,503,95.5
09908,Valle de Losa,2015,52.6,7.5,29.7,2,46.4,519,96.3
10001,Abadía,2022,48.7,13.3,31,2.2,34.4,339,98.2
10001,Abadía,2021,48.2,14.4,29.1,2.2,36.5,340,98.8
10001,Abadía,2020,46.9,15.6,28.6,2.3,34,360,98.6
10001,Abadía,2019,46.5,14.6,27.8,2.2,37.5,335,98.5
10001,Abadía,2018,46.1,14.5,27.2,2.3,36.1,331,99.3
10001,Abadía,2017,45.7,15.7,26.7,2.3,35.8,337,97.6
10001,Abadía,2016,45.6,16.2,26.2,2.2,35.7,340,99.1
10001,Abadía,2015,46.1,14.9,26.5,2.2,34,336,99.1
10002,Abertura,2022,52.1,7.7,30,1.8,48.8,377,97.9
10002,Abertura,2021,51.4,8.2,29.2,1.9,48.3,390,98.2
10002,Abertura,2020,50.6,10,29.4,1.9,47.2,401,98.5
10002,Abertura,2019,50.3,11.1,30.1,1.9,44.5,405,97.8
10002,Abertura,2018,51.2,10.1,31.5,2,43.3,407,97.5
10002,Abertura,2017,50.6,10.3,31,2,41,400,98.3
10002,Abertura,2016,50,10.7,30,2,42.7,410,98.5
10002,Abertura,2015,49.2,11.8,29.2,2,41.5,425,98.6
10003,Acebo,2022,54.6,8,37,1.8,50,587,96.9
10003,Acebo,2021,55.4,7.5,37.4,1.8,52,545,97.4
10003,Acebo,2020,54.3,9,37.6,1.8,53,564,97.7
10003,Acebo,2019,53.1,10.1,36.3,1.8,48,567,97.9
10003,Acebo,2018,52.7,10.2,36,1.9,47.4,580,97.8
10003,Acebo,2017,51.7,10.6,33.5,1.9,47,585,98.6
10003,Acebo,2016,52.3,8.9,34.7,1.8,46.6,597,98.3
10003,Acebo,2015,52.1,8.6,34.5,1.9,46.7,595,98.3
10004,Acehúche,2022,46.5,16.4,26.4,2.2,35.1,800,99.9
10004,Acehúche,2021,46.1,16.4,25.6,2.2,35.3,817,99.5
10004,Acehúche,2020,46,15.5,24.8,2.2,34.6,814,99.5
10004,Acehúche,2019,46.7,14.1,25,2.2,35.1,803,99.3
10004,Acehúche,2018,46.7,14.1,24.3,2.2,36.4,801,99.3
10004,Acehúche,2017,46.2,14,23.8,2.2,37,801,99.4
10004,Acehúche,2016,45.8,14.2,23.9,2.2,37.2,815,99.4
10004,Acehúche,2015,45.7,13.9,24.5,2.2,36.9,819,99.4
10005,Aceituna,2022,48.6,13.4,29.8,2.1,36.4,584,98.5
10005,Aceituna,2021,49,12.5,30.1,2.1,37.2,582,99
10005,Aceituna,2020,49.1,12.2,29.2,2.1,39.7,583,99.2
10005,Aceituna,2019,48.2,13.5,29.2,2.1,38.1,600,99.2
10005,Aceituna,2018,47.9,12.4,28.2,2.1,35.7,604,99.2
10005,Aceituna,2017,47.8,13.3,28.1,2.1,34.4,609,99.2
10005,Aceituna,2016,47.9,13.3,26.9,2.2,33.8,609,99.2
10005,Aceituna,2015,47,13.6,25.3,2.2,34.4,617,99.2
10006,Ahigal,2022,50.8,10.9,32.1,1.9,42.5,1368,98.5
10006,Ahigal,2021,50.6,10.8,31.7,1.9,42.3,1374,98.7
10006,Ahigal,2020,50.3,11.1,31,1.9,42,1392,98.8
10006,Ahigal,2019,50.3,11.1,31.2,1.9,41.2,1380,99.1
10006,Ahigal,2018,50.4,10.6,30.8,2,39.5,1372,99.3
10006,Ahigal,2017,50.5,10.3,31.3,1.9,39.2,1401,99.4
10006,Ahigal,2016,50.1,10.6,30.7,2,38.7,1410,99.4
10006,Ahigal,2015,50.2,10.8,30.9,1.9,39.8,1410,99.4
10007,Albalá,2022,53,7,31.6,1.9,50.3,659,97
10007,Albalá,2021,53,6.6,32.2,1.9,48.9,665,97.3
10007,Albalá,2020,52.9,6.6,32,1.9,48.1,682,96.8
10007,Albalá,2019,52.4,6.9,31.5,1.9,47.6,671,96.7
10007,Albalá,2018,52.3,7.4,32.3,1.9,47.6,691,97.2
10007,Albalá,2017,52.3,8,33.1,1.8,47.9,664,97
10007,Albalá,2016,52.2,8.8,34.7,1.9,46.6,683,96.9
10007,Albalá,2015,51.5,9.2,35.3,1.9,46.7,714,96.5
10008,Alcántara,2022,51.4,10.6,29.8,2.1,40.9,1301,97.7
10008,Alcántara,2021,50.8,10.4,29.6,2.1,40,1305,97.9
10008,Alcántara,2020,50.6,10.5,28.9,2.1,40.7,1320,98.3
10008,Alcántara,2019,50.5,10.3,29.1,2.2,39.5,1346,98.6
10008,Alcántara,2018,49.7,11.3,28.2,2.2,38,1395,98.2
10008,Alcántara,2017,49.3,11.3,27.6,2.3,37.3,1414,98.3
10008,Alcántara,2016,49.6,10.8,28.9,2.3,34.8,1430,98.6
10008,Alcántara,2015,48.9,11.3,28.6,2.3,34.3,1464,98.4
10009,Alcollarín,2022,54.4,7.1,36.1,2,44.4,252,97.2
10009,Alcollarín,2021,54,9,36.7,2,40.5,267,97.8
10009,Alcollarín,2020,54.2,9.1,38.4,2.1,42.9,276,97.5
10009,Alcollarín,2019,52.5,10,36.1,2.1,40,280,98.2
10009,Alcollarín,2018,52.6,9.2,35.5,2.1,40,273,96.9
10009,Alcollarín,2017,56.3,8.6,41.3,2.1,36.7,233,99.4
10009,Alcollarín,2016,55.9,7.9,40.2,2.1,34.2,239,98.3
10009,Alcollarín,2015,54.5,9.5,40.1,2.2,31.6,252,98.4
10010,Alcuéscar,2022,47.2,12.5,24.6,2.2,36.4,2341,97.6
10010,Alcuéscar,2021,46.8,13.1,23.6,2.2,36.2,2353,97.3
10010,Alcuéscar,2020,46.5,13.4,23.4,2.2,34.9,2366,97.6
10010,Alcuéscar,2019,46.5,13.8,24.1,2.3,35.7,2436,97.3
10010,Alcuéscar,2018,46.3,13.7,23.6,2.3,35.2,2465,96.8
10010,Alcuéscar,2017,45.8,14.5,23.4,2.3,35.3,2528,97.4
10010,Alcuéscar,2016,45.5,14.5,23.2,2.3,35.6,2547,97
10010,Alcuéscar,2015,45.5,14.2,23.7,2.3,35.8,2589,96.8
10011,Aldeacentenera,2022,50.3,10.1,27.9,2,42.1,585,95.2
10011,Aldeacentenera,2021,50.9,10.3,28.3,2,42.8,580,96.1
10011,Aldeacentenera,2020,51.5,10.8,29.4,2,43.4,572,97.2
10011,Aldeacentenera,2019,52.3,10,31.4,2,44.5,563,97.3
10011,Aldeacentenera,2018,52.5,9.3,32,2,41,581,97.4
10011,Aldeacentenera,2017,52.6,9.3,32,2,41.9,581,99.3
10011,Aldeacentenera,2016,52.2,10.3,32,2.1,38.7,612,98.7
10011,Aldeacentenera,2015,51.7,11.5,32.4,2.1,39.7,633,98.1
10012,Aldea del Cano,2022,50.1,9.9,26.4,2.1,41.1,575,98.4
10012,Aldea del Cano,2021,50.3,9.2,26.7,2.2,38.8,596,98.7
10012,Aldea del Cano,2020,50.8,8.8,27.1,2.1,39.6,591,98.7
10012,Aldea del Cano,2019,51.7,7.1,28.3,2.1,39.3,580,98.7
10012,Aldea del Cano,2018,52,6.2,28.4,2.1,39,581,98.8
10012,Aldea del Cano,2017,50.9,7.5,27.1,2.2,38.2,597,98.6
10012,Aldea del Cano,2016,50.8,7,26.1,2.1,36.6,613,98.9
10012,Aldea del Cano,2015,50.6,7,26.3,2.2,35.9,628,98.5
10013,"Aldea del Obispo, La",2022,53.1,8.8,32.3,2,39.5,294,92.2
10013,"Aldea del Obispo, La",2021,51.6,11.2,30.2,2.1,38.1,305,92.5
10013,"Aldea del Obispo, La",2020,52.6,9.7,30.2,2.1,42.1,298,94
10013,"Aldea del Obispo, La",2019,52.7,9.4,29.6,2,43.5,297,96.3
10013,"Aldea del Obispo, La",2018,51.9,9.6,28.2,2.1,41,302,96
10013,"Aldea del Obispo, La",2017,51.9,9.5,30.3,2.1,39.9,304,96.7
10013,"Aldea del Obispo, La",2016,51.6,11.1,30.6,2.1,40.3,307,97.7
10013,"Aldea del Obispo, La",2015,52.7,9,31.6,2.1,40,310,97.1
10014,Aldeanueva de la Vera,2022,49.5,11.4,27.8,2.1,38.3,2013,97.1
10014,Aldeanueva de la Vera,2021,49.2,11.3,27.3,2.1,37.6,2025,98.1
10014,Aldeanueva de la Vera,2020,48.9,11.4,26.7,2.1,37.9,2037,98.5
10014,Aldeanueva de la Vera,2019,48.7,11.2,26.5,2.1,39.1,2040,98.6
10014,Aldeanueva de la Vera,2018,48.2,12,26.1,2.1,39.5,2062,98.7
10014,Aldeanueva de la Vera,2017,47.8,12.7,26,2.2,39.4,2086,98.9
10014,Aldeanueva de la Vera,2016,47.5,12.9,25.7,2.2,38.5,2113,99
10014,Aldeanueva de la Vera,2015,47.1,13.1,25.7,2.2,37.5,2147,98.9
10015,Aldeanueva del Camino,2022,51.4,11.6,31.2,1.9,47.9,725,96.4
10015,Aldeanueva del Camino,2021,51.7,11.8,31.1,2,44.7,739,96.2
10015,Aldeanueva del Camino,2020,51.7,11.7,31.1,1.9,45,717,95.6
10015,Aldeanueva del Camino,2019,51.7,12.5,32.6,2,44.6,722,95.9
10015,Aldeanueva del Camino,2018,51.1,12.1,32.3,2,45.1,730,95.9
10015,Aldeanueva del Camino,2017,50.8,12,32.8,2,44,749,96.2
10015,Aldeanueva del Camino,2016,51,11.3,33.2,2.1,41.5,753,97.2
10015,Aldeanueva del Camino,2015,49.8,11.6,32,2.1,41,791,96.2
10016,Aldehuela de Jerte,2022,48.5,12.7,27.4,2.4,30.9,361,99.7
10016,Aldehuela de Jerte,2021,47.6,12.6,25.1,2.4,33.6,366,98.4
10016,Aldehuela de Jerte,2020,47.2,12.1,24.7,2.4,32.5,373,97.9
10016,Aldehuela de Jerte,2019,46.5,12.9,23.2,2.5,30.6,371,98.1
10016,Aldehuela de Jerte,2018,46.8,12.1,23.7,2.4,31.3,363,99.3
10016,Aldehuela de Jerte,2017,47.1,12.5,23.6,2.5,27.6,369,99.4
10016,Aldehuela de Jerte,2016,47.5,12.2,23.5,2.6,23.2,370,99.4
10016,Aldehuela de Jerte,2015,46.7,12.5,22.8,2.6,23.2,377,99.4
10017,Alía,2022,54.6,7.1,36.9,1.8,48.8,756,96.8
10017,Alía,2021,54.4,6.6,35.7,1.8,49.6,763,98.4
10017,Alía,2020,54.4,7.1,35.4,1.8,49.9,788,98.9
10017,Alía,2019,54.7,6.6,35.2,1.8,48,818,97.9
10017,Alía,2018,54.1,7.7,35.3,1.9,47.6,842,97.7
10017,Alía,2017,54.2,8,35.8,1.9,47.2,837,98.8
10017,Alía,2016,54.1,8.4,35.5,1.9,44.6,873,97.7
10017,Alía,2015,53.8,8.3,35.2,1.9,45.3,899,98.3
10018,Aliseda,2022,49.6,11.2,27.1,2.1,37.4,1711,99.5
10018,Aliseda,2021,49.5,11.5,27.1,2.1,37.1,1755,99.5
10018,Aliseda,2020,49.5,11.2,27.1,2.1,36.8,1756,99.6
10018,Aliseda,2019,49.4,11.3,27.3,2.1,35.8,1778,99.3
10018,Aliseda,2018,49,11.4,27,2.2,33.5,1839,99.3
10018,Aliseda,2017,48.5,11.5,26.6,2.2,33.4,1851,99.4
10018,Aliseda,2016,48.1,11.5,26.3,2.2,34,1883,99.4
10018,Aliseda,2015,47.4,12,26,2.2,33.8,1922,99.4
10019,Almaraz,2022,44,16.3,20.5,2.6,27.6,1623,94
10019,Almaraz,2021,43.8,15.5,19.4,2.6,30.3,1676,94.2
10019,Almaraz,2020,43.5,15.4,18.4,2.6,29.9,1678,94.4
10019,Almaraz,2019,43.2,15.4,17.5,2.6,30.5,1730,95
10019,Almaraz,2018,43,15.3,16.9,2.6,32.1,1732,94.5
10019,Almaraz,2017,42.8,15.7,17,2.5,34.4,1633,93.8
10019,Almaraz,2016,42.9,15.4,16.8,2.5,32.6,1633,94.3
10019,Almaraz,2015,42.2,15,15.7,2.5,31.6,1687,93.7
10020,Almoharín,2022,48.2,12.5,25.8,2.3,32.1,1804,97.9
10020,Almoharín,2021,47.9,13.3,25.5,2.3,31.7,1787,98.5
10020,Almoharín,2020,47.8,13,26.1,2.4,29.6,1800,98.7
10020,Almoharín,2019,47.2,13.4,25.5,2.4,30,1822,98.7
10020,Almoharín,2018,46.7,13.4,25.2,2.3,30.4,1809,98.7
10020,Almoharín,2017,46.3,13.7,24.6,2.4,29.3,1837,98.9
10020,Almoharín,2016,46,13.7,24.4,2.4,27.9,1849,98.8
10020,Almoharín,2015,45.5,14.2,24.4,2.4,28.1,1875,98.6
10021,Arroyo de la Luz,2022,47.4,13,23.9,2.3,30.8,5526,98.6
10021,Arroyo de la Luz,2021,47.3,13.1,23.5,2.3,31.1,5578,99
10021,Arroyo de la Luz,2020,47,13.4,23.1,2.4,30.4,5638,98.9
10021,Arroyo de la Luz,2019,47,13.4,23.5,2.4,29.6,5724,98.9
10021,Arroyo de la Luz,2018,46.9,13.1,23.6,2.4,29.2,5773,99.3
10021,Arroyo de la Luz,2017,46.6,13,23.1,2.4,28.5,5814,99.3
10021,Arroyo de la Luz,2016,46.1,13.2,22.8,2.5,27.7,5875,99.3
10021,Arroyo de la Luz,2015,45.8,13.5,22.7,2.5,27.4,5937,99.2
10022,Arroyomolinos de la Vera,2022,55.1,5.6,35.8,1.9,50.2,408,98
10022,Arroyomolinos de la Vera,2021,55.6,5.8,35.2,1.9,47,412,98.8
10022,Arroyomolinos de la Vera,2020,55,7.2,35.6,1.9,48.2,433,97.7
10022,Arroyomolinos de la Vera,2019,54.7,7,34.5,2,48,441,98
10022,Arroyomolinos de la Vera,2018,54.2,7.9,34.2,2,46,442,99.3
10022,Arroyomolinos de la Vera,2017,53.9,8.3,34.7,2,46.2,444,99.4
10022,Arroyomolinos de la Vera,2016,53.8,7.7,35.5,2,45.9,454,99.4
10022,Arroyomolinos de la Vera,2015,54,8.4,36.3,2,45.2,463,99.4
10023,Arroyomolinos,2022,51.3,8.1,30.3,2.1,41.9,824,98.7
10023,Arroyomolinos,2021,50.6,8.6,29.8,2.1,39.9,836,98.8
10023,Arroyomolinos,2020,50.7,9,30.2,2.1,40.4,838,98.8
10023,Arroyomolinos,2019,50.3,9.6,30.1,2.1,38.7,830,98.9
10023,Arroyomolinos,2018,51.3,7.4,30.9,2.1,38.6,806,99.3
10023,Arroyomolinos,2017,50.8,7.8,30.4,2.2,37.2,819,99.4
10023,Arroyomolinos,2016,50.6,9.2,30.5,2.3,33.7,852,99.1
10023,Arroyomolinos,2015,49.8,10.2,30.7,2.3,32.6,883,99.1
10024,Baños de Montemayor,2022,51.3,11.4,32.3,2,42.3,719,97.6
10024,Baños de Montemayor,2021,50.8,11.4,31.3,2,41.1,729,97.8
10024,Baños de Montemayor,2020,50.5,11.3,30.9,2.1,40.2,738,98
10024,Baños de Montemayor,2019,50.8,11,32.1,2.2,37.5,744,98.7
10024,Baños de Montemayor,2018,50.2,11.3,31.6,2.1,40.4,746,98
10024,Baños de Montemayor,2017,49.4,11.7,31.3,2.2,37.7,768,98.5
10024,Baños de Montemayor,2016,49.2,11.4,30.2,2.2,37.8,762,98.6
10024,Baños de Montemayor,2015,48.4,12.6,29.6,2.3,37.7,764,98.6
10025,Barrado,2022,52.4,8.7,30.5,2,41.6,380,98.4
10025,Barrado,2021,53.2,7.4,31.6,2,43.8,364,100
10025,Barrado,2020,52.8,8.2,31.2,2.1,40.7,378,100
10025,Barrado,2019,52.4,10.1,31.7,2.1,41.4,397,99.3
10025,Barrado,2018,52,9.6,31.7,2.1,42.6,407,99.3
10025,Barrado,2017,51.2,10.4,31.1,2.1,41.5,415,99.4
10025,Barrado,2016,51.1,11.1,30.4,2.1,39.8,431,99.4
10025,Barrado,2015,50.5,11,31.7,2.2,35,436,99.4
10026,Belvís de Monroy,2022,47.9,12.5,26,2,42.9,699,97.4
10026,Belvís de Monroy,2021,47.6,11.7,25.2,2,44.9,717,97.8
10026,Belvís de Monroy,2020,47.2,12.8,24.3,2,42.7,719,98
10026,Belvís de Monroy,2019,46.9,12.6,24.3,2,42.3,699,98
10026,Belvís de Monroy,2018,46.8,12.3,24.2,2,40.9,666,98.3
10026,Belvís de Monroy,2017,46.6,12.8,24.2,2.1,38.1,665,98.5
10026,Belvís de Monroy,2016,46.1,13.5,23.5,2.1,37.5,660,98.3
10026,Belvís de Monroy,2015,48.3,10.1,26.2,1.9,44.7,633,99.4
10027,Benquerencia,2022,59.8,3.5,43,1.9,43.5,86,97.7
10027,Benquerencia,2021,60,2.5,41.8,1.9,38.1,79,94.9
10027,Benquerencia,2020,59.3,1.3,38,1.8,44.2,79,94.9
10027,Benquerencia,2019,NA,NA,NA,NA,NA,NA,NA
10027,Benquerencia,2018,NA,NA,NA,NA,NA,NA,NA
10027,Benquerencia,2017,NA,NA,NA,NA,NA,NA,NA
10027,Benquerencia,2016,NA,NA,NA,NA,NA,NA,NA
10027,Benquerencia,2015,NA,NA,NA,NA,NA,NA,NA
10028,Berrocalejo,2022,52.9,7.4,38.5,1.9,47.6,122,84.4
10028,Berrocalejo,2021,53.2,5.6,38.9,1.9,42.9,108,83
10028,Berrocalejo,2020,55.7,2.9,41.4,1.9,44.6,104,83.3
10028,Berrocalejo,2019,NA,NA,NA,NA,NA,NA,NA
10028,Berrocalejo,2018,54.9,3.5,39.6,1.8,47.6,128,82
10028,Berrocalejo,2017,NA,NA,NA,NA,NA,NA,NA
10028,Berrocalejo,2016,55.8,3.6,40.8,1.8,46.6,129,84.3
10028,Berrocalejo,2015,55.3,5.3,41.2,1.9,46.7,128,84.1
10029,Berzocana,2022,55.5,7.1,38.1,1.9,41.8,396,94.4
10029,Berzocana,2021,54.8,7.2,37,2,41.2,405,95.1
10029,Berzocana,2020,54.3,6.5,34,2,41.2,415,95
10029,Berzocana,2019,53.9,7,34.2,2,42.4,415,97.1
10029,Berzocana,2018,53.2,7.8,33.6,2.1,42.4,423,96.9
10029,Berzocana,2017,52.5,8.2,33.3,2.1,38.5,438,96.8
10029,Berzocana,2016,52.4,8,34.1,2.1,39.5,452,97.8
10029,Berzocana,2015,52.3,7.3,34.1,2.1,37.6,454,98.2
10030,Bohonal de Ibor,2022,57.2,8.3,44,1.9,47.3,480,97.7
10030,Bohonal de Ibor,2021,57.4,7.3,43.7,1.9,47.1,481,98.2
10030,Bohonal de Ibor,2020,58.3,7,45.7,1.9,43.1,488,98.4
10030,Bohonal de Ibor,2019,56.5,7.2,40.9,1.9,45.1,471,98.1
10030,Bohonal de Ibor,2018,56.5,6.6,40.9,1.9,44.5,488,98.4
10030,Bohonal de Ibor,2017,56.3,7,41.3,1.9,45,503,97.6
10030,Bohonal de Ibor,2016,56.2,7.7,41.2,1.8,46,508,98
10030,Bohonal de Ibor,2015,56.1,6.4,41.2,1.8,46.5,500,97.8
10031,Botija,2022,50.2,9.2,27.7,1.9,46.4,184,93.5
10031,Botija,2021,51,8.7,28.7,1.9,45.5,185,94.6
10031,Botija,2020,50.3,8.7,28.7,1.9,48.5,185,94.1
10031,Botija,2019,52.4,7.6,31.4,1.9,48,172,96.5
10031,Botija,2018,52.3,6.8,30.7,1.9,47.6,176,98.3
10031,Botija,2017,51.8,8.6,31,1.9,47.9,187,99.4
10031,Botija,2016,51.1,10.5,31.9,1.9,46.6,191,99.4
10031,Botija,2015,50.3,10.2,31.2,1.9,46.7,186,99.4
10032,Brozas,2022,50.6,11.9,30.8,2.3,34.3,1725,99.3
10032,Brozas,2021,49.9,12.3,30.1,2.3,33.1,1760,99.5
10032,Brozas,2020,50.2,12.2,30.2,2.3,32.6,1761,99.3
10032,Brozas,2019,49.7,12.7,29.7,2.4,31.6,1767,99.3
10032,Brozas,2018,49.5,13,29.8,2.4,30.6,1795,99.3
10032,Brozas,2017,49.2,13.2,29.8,2.4,30.8,1843,99.4
10032,Brozas,2016,48.7,12.9,28.9,2.4,30.2,1869,99.4
10032,Brozas,2015,49.2,12.3,30.2,2.4,32.5,1915,99.4
10033,Cabañas del Castillo,2022,57,7.5,40.2,1.7,54.7,398,98.7
10033,Cabañas del Castillo,2021,57.1,6.7,38.7,1.7,54.9,401,99.5
10033,Cabañas del Castillo,2020,56.8,6.7,39.1,1.7,52.3,420,99.5
10033,Cabañas del Castillo,2019,56.5,7,39.3,1.8,48,427,99.3
10033,Cabañas del Castillo,2018,56,8.1,39.9,1.8,47.6,434,99.3
10033,Cabañas del Castillo,2017,55.9,8,39.5,1.8,47.9,438,99.4
10033,Cabañas del Castillo,2016,55.4,8.4,39.7,1.8,46.6,451,99.4
10033,Cabañas del Castillo,2015,56.1,7,41.2,1.8,46.7,456,99.4
10034,Cabezabellosa,2022,59.1,3.5,44,1.8,48.2,343,99.7
10034,Cabezabellosa,2021,59.2,2.9,43.7,1.7,50.3,343,99.1
10034,Cabezabellosa,2020,59.8,3.2,45,1.8,49,342,99.1
10034,Cabezabellosa,2019,56.5,3.5,40.9,1.8,47.1,341,98.8
10034,Cabezabellosa,2018,56.5,5,40.9,1.8,47.4,343,99.3
10034,Cabezabellosa,2017,56.3,5.2,41.3,1.9,42.9,349,99.1
10034,Cabezabellosa,2016,56.2,5.5,41.2,1.9,41.7,361,99.4
10034,Cabezabellosa,2015,56.1,6.3,41.2,1.9,42.6,364,99.4
10035,Cabezuela del Valle,2022,47,14.5,25.8,2.1,38.7,2181,96.6
10035,Cabezuela del Valle,2021,46.9,14.5,25.3,2.1,39.5,2175,97.7
10035,Cabezuela del Valle,2020,47.2,13.9,25.6,2.1,40.4,2133,97.8
10035,Cabezuela del Valle,2019,46.6,15,25.1,2.1,38.9,2193,97.5
10035,Cabezuela del Valle,2018,46.5,15.1,25.5,2.2,37.4,2202,97
10035,Cabezuela del Valle,2017,46.1,15.3,24.7,2.1,38.7,2231,97.6
10035,Cabezuela del Valle,2016,46.1,15.2,24.2,2.2,36.2,2290,96.9
10035,Cabezuela del Valle,2015,45.3,14.8,24.2,2.1,37.9,2355,96
10036,Cabrero,2022,53.5,8.1,30.8,1.8,47.3,344,97.7
10036,Cabrero,2021,53.1,9.2,31.5,1.9,45.7,349,98
10036,Cabrero,2020,53.9,8.2,32.6,1.8,48.6,328,99.1
10036,Cabrero,2019,54.4,9,34.5,1.9,46.1,333,98.8
10036,Cabrero,2018,53.6,10.2,34.1,1.9,44.8,334,98.2
10036,Cabrero,2017,52.9,9.7,33.7,2,41.2,350,96.8
10036,Cabrero,2016,53.4,9.4,35.9,2,38.6,362,97
10036,Cabrero,2015,53.4,8.9,37.1,2,42.4,361,96.4
10037,Cáceres,2022,43.6,17,19,2.4,32,95572,96.7
10037,Cáceres,2021,43.3,17.3,18.6,2.4,31.3,94885,97.1
10037,Cáceres,2020,42.9,17.6,17.9,2.4,30.8,95071,97.2
10037,Cáceres,2019,42.6,17.8,17.5,2.5,30.5,95627,97.1
10037,Cáceres,2018,42.1,18.1,17.1,2.5,30.1,95518,97.3
10037,Cáceres,2017,41.8,18.4,16.6,2.5,29.7,95529,97.5
10037,Cáceres,2016,41.5,18.4,16.2,2.5,29.1,95481,97.7
10037,Cáceres,2015,41.1,18.5,15.8,2.5,29.2,95282,97.6
10038,Cachorrilla,2022,54.8,7.7,39.6,2.1,36.4,91,98.9
10038,Cachorrilla,2021,54.3,8.8,38.5,2.1,43.2,91,98.9
10038,Cachorrilla,2020,54.5,8.4,39,2.1,37.8,95,99
10038,Cachorrilla,2019,NA,NA,NA,NA,NA,NA,NA
10038,Cachorrilla,2018,NA,NA,NA,NA,NA,NA,NA
10038,Cachorrilla,2017,NA,NA,NA,NA,NA,NA,NA
10038,Cachorrilla,2016,NA,NA,NA,NA,NA,NA,NA
10038,Cachorrilla,2015,NA,NA,NA,NA,NA,NA,NA
10039,Cadalso,2022,55.3,5,36,1.9,43,419,98.1
10039,Cadalso,2021,54.5,5.6,34.5,1.9,43,414,98.1
10039,Cadalso,2020,54.2,5.8,34.1,1.9,42.5,417,97.8
10039,Cadalso,2019,54.4,6.6,35,2,40.4,426,98.1
